k,support,support_frac,items,items_readable
3,57,0.061555,tag:tourism=hotel|tourism|tourism_hotel,"tag:tourism=hotel, tourism, tourism_hotel"
3,55,0.059395,amenity|school|آباد,"amenity, school, آباد"
3,55,0.059395,amenity|school|اسلام,"amenity, school, اسلام"
3,55,0.059395,amenity|school|اسلام_آباد,"amenity, school, اسلام_آباد"
3,55,0.059395,islamabad|shop|آباد,"islamabad, shop, آباد"
3,55,0.059395,islamabad|shop|اسلام,"islamabad, shop, اسلام"
3,55,0.059395,islamabad|shop|اسلام_آباد,"islamabad, shop, اسلام_آباد"
3,55,0.059395,shop|آباد|اسلام,"shop, آباد, اسلام"
3,55,0.059395,shop|آباد|اسلام_آباد,"shop, آباد, اسلام_آباد"
3,55,0.059395,shop|اسلام|اسلام_آباد,"shop, اسلام, اسلام_آباد"
3,54,0.058315,islamabad|natural_tree|tag:natural=tree,"islamabad, natural_tree, tag:natural=tree"
3,54,0.058315,islamabad|natural_tree|tree,"islamabad, natural_tree, tree"
3,54,0.058315,islamabad|natural_tree|tree_islamabad,"islamabad, natural_tree, tree_islamabad"
3,54,0.058315,islamabad|natural|natural_tree,"islamabad, natural, natural_tree"
3,54,0.058315,islamabad|natural|tag:natural=tree,"islamabad, natural, tag:natural=tree"
3,54,0.058315,islamabad|natural|tree,"islamabad, natural, tree"
3,54,0.058315,islamabad|natural|tree_islamabad,"islamabad, natural, tree_islamabad"
3,54,0.058315,islamabad|tag:natural=tree|tree,"islamabad, tag:natural=tree, tree"
3,54,0.058315,islamabad|tag:natural=tree|tree_islamabad,"islamabad, tag:natural=tree, tree_islamabad"
3,54,0.058315,islamabad|tree|tree_islamabad,"islamabad, tree, tree_islamabad"
3,54,0.058315,natural_tree|tag:natural=tree|tree,"natural_tree, tag:natural=tree, tree"
3,54,0.058315,natural_tree|tag:natural=tree|tree_islamabad,"natural_tree, tag:natural=tree, tree_islamabad"
3,54,0.058315,natural_tree|tree|tree_islamabad,"natural_tree, tree, tree_islamabad"
3,54,0.058315,natural|natural_tree|tag:natural=tree,"natural, natural_tree, tag:natural=tree"
3,54,0.058315,natural|natural_tree|tree,"natural, natural_tree, tree"
3,54,0.058315,natural|natural_tree|tree_islamabad,"natural, natural_tree, tree_islamabad"
3,54,0.058315,natural|tag:natural=tree|tree,"natural, tag:natural=tree, tree"
3,54,0.058315,natural|tag:natural=tree|tree_islamabad,"natural, tag:natural=tree, tree_islamabad"
3,54,0.058315,natural|tree|tree_islamabad,"natural, tree, tree_islamabad"
3,54,0.058315,tag:natural=tree|tree|tree_islamabad,"tag:natural=tree, tree, tree_islamabad"
3,49,0.052916,amenity_restaurant|islamabad|آباد,"amenity_restaurant, islamabad, آباد"
3,49,0.052916,amenity_restaurant|islamabad|اسلام,"amenity_restaurant, islamabad, اسلام"
3,49,0.052916,amenity_restaurant|islamabad|اسلام_آباد,"amenity_restaurant, islamabad, اسلام_آباد"
3,49,0.052916,amenity_restaurant|restaurant_islamabad|آباد,"amenity_restaurant, restaurant_islamabad, آباد"
3,49,0.052916,amenity_restaurant|restaurant_islamabad|اسلام,"amenity_restaurant, restaurant_islamabad, اسلام"
3,49,0.052916,amenity_restaurant|restaurant_islamabad|اسلام_آباد,"amenity_restaurant, restaurant_islamabad, اسلام_آباد"
3,49,0.052916,amenity_restaurant|restaurant|آباد,"amenity_restaurant, restaurant, آباد"
3,49,0.052916,amenity_restaurant|restaurant|اسلام,"amenity_restaurant, restaurant, اسلام"
3,49,0.052916,amenity_restaurant|restaurant|اسلام_آباد,"amenity_restaurant, restaurant, اسلام_آباد"
3,49,0.052916,amenity_restaurant|tag:amenity=restaurant|آباد,"amenity_restaurant, tag:amenity=restaurant, آباد"
3,49,0.052916,amenity_restaurant|tag:amenity=restaurant|اسلام,"amenity_restaurant, tag:amenity=restaurant, اسلام"
3,49,0.052916,amenity_restaurant|tag:amenity=restaurant|اسلام_آباد,"amenity_restaurant, tag:amenity=restaurant, اسلام_آباد"
3,49,0.052916,amenity_restaurant|آباد|اسلام,"amenity_restaurant, آباد, اسلام"
3,49,0.052916,amenity_restaurant|آباد|اسلام_آباد,"amenity_restaurant, آباد, اسلام_آباد"
3,49,0.052916,amenity_restaurant|اسلام|اسلام_آباد,"amenity_restaurant, اسلام, اسلام_آباد"
3,49,0.052916,amenity|amenity_restaurant|آباد,"amenity, amenity_restaurant, آباد"
3,49,0.052916,amenity|amenity_restaurant|اسلام,"amenity, amenity_restaurant, اسلام"
3,49,0.052916,amenity|amenity_restaurant|اسلام_آباد,"amenity, amenity_restaurant, اسلام_آباد"
3,49,0.052916,amenity|restaurant_islamabad|آباد,"amenity, restaurant_islamabad, آباد"
3,49,0.052916,amenity|restaurant_islamabad|اسلام,"amenity, restaurant_islamabad, اسلام"
3,49,0.052916,amenity|restaurant_islamabad|اسلام_آباد,"amenity, restaurant_islamabad, اسلام_آباد"
3,49,0.052916,amenity|restaurant|آباد,"amenity, restaurant, آباد"
3,49,0.052916,amenity|restaurant|اسلام,"amenity, restaurant, اسلام"
3,49,0.052916,amenity|restaurant|اسلام_آباد,"amenity, restaurant, اسلام_آباد"
3,49,0.052916,amenity|tag:amenity=restaurant|آباد,"amenity, tag:amenity=restaurant, آباد"
3,49,0.052916,amenity|tag:amenity=restaurant|اسلام,"amenity, tag:amenity=restaurant, اسلام"
3,49,0.052916,amenity|tag:amenity=restaurant|اسلام_آباد,"amenity, tag:amenity=restaurant, اسلام_آباد"
3,49,0.052916,islamabad|restaurant_islamabad|آباد,"islamabad, restaurant_islamabad, آباد"
3,49,0.052916,islamabad|restaurant_islamabad|اسلام,"islamabad, restaurant_islamabad, اسلام"
