class_label,k,support,support_frac,items,items_readable
amenity:bank,3,17,0.369565,bank_islamabad|tag:amenity=bank|بینک,"bank_islamabad, tag:amenity=bank, بینک"
amenity:bank,3,17,0.369565,bank|bank_islamabad|بینک,"bank, bank_islamabad, بینک"
amenity:bank,3,17,0.369565,bank|islamabad|بینک,"bank, islamabad, بینک"
amenity:bank,3,17,0.369565,bank|tag:amenity=bank|بینک,"bank, tag:amenity=bank, بینک"
amenity:bank,3,17,0.369565,islamabad|tag:amenity=bank|بینک,"islamabad, tag:amenity=bank, بینک"
amenity:bank,3,14,0.304348,amenity_bank|آباد|بینک,"amenity_bank, آباد, بینک"
amenity:bank,3,14,0.304348,amenity_bank|اسلام_آباد|بینک,"amenity_bank, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,amenity_bank|اسلام|بینک,"amenity_bank, اسلام, بینک"
amenity:bank,3,14,0.304348,amenity|آباد|بینک,"amenity, آباد, بینک"
amenity:bank,3,14,0.304348,amenity|اسلام_آباد|بینک,"amenity, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,amenity|اسلام|بینک,"amenity, اسلام, بینک"
amenity:bank,3,14,0.304348,bank_islamabad|آباد|بینک,"bank_islamabad, آباد, بینک"
amenity:bank,3,14,0.304348,bank_islamabad|اسلام_آباد|بینک,"bank_islamabad, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,bank_islamabad|اسلام|بینک,"bank_islamabad, اسلام, بینک"
amenity:bank,3,14,0.304348,bank|آباد|بینک,"bank, آباد, بینک"
amenity:bank,3,14,0.304348,bank|اسلام_آباد|بینک,"bank, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,bank|اسلام|بینک,"bank, اسلام, بینک"
amenity:bank,3,14,0.304348,islamabad|آباد|بینک,"islamabad, آباد, بینک"
amenity:bank,3,14,0.304348,islamabad|اسلام_آباد|بینک,"islamabad, اسلام_آباد, بینک"
amenity:bank,3,14,0.304348,islamabad|اسلام|بینک,"islamabad, اسلام, بینک"
amenity:bank,3,14,0.304348,tag:amenity=bank|آباد|بینک,"tag:amenity=bank, آباد, بینک"
amenity:bank,3,14,0.304348,tag:amenity=bank|اسلام_آباد|بینک,"tag:amenity=bank, اسلام_آباد, بینک"
