osm_id,city,text_baseline
6741820119,Islamabad,
6741820120,Islamabad,
6741820121,Islamabad,
6741820124,Islamabad,
2394643090,Islamabad,
2442157580,Islamabad,
2442157594,Islamabad,
4899090653,Islamabad,
4899090654,Islamabad,
4899090655,Islamabad,
4899090656,Islamabad,
5851289636,Islamabad,
4865349518,Islamabad,
4899090638,Islamabad,
4899090639,Islamabad,
2382290008,Islamabad,
2388711388,Islamabad,
2419432277,Islamabad,
2639614198,Islamabad,
4899090660,Islamabad,
4899090663,Islamabad,
12045373132,Islamabad,
2399403052,Islamabad,
2382402088,Islamabad,
2382402090,Islamabad,
2396903948,Islamabad,
10132593087,Islamabad,
10132620486,Islamabad,
1420471040,Islamabad,
2242714340,Islamabad,
2644303986,Islamabad,
4322683892,Islamabad,
4531602790,Islamabad,
12670704232,Islamabad,
5599314121,Islamabad,
13251927626,Islamabad,
13336794430,Islamabad,
4390388226,Islamabad,
4322707989,Islamabad,
11655758860,Islamabad,
4811479822,Islamabad,
4885707421,Islamabad,
4418391890,Islamabad,
4607425090,Islamabad,
11711744881,Islamabad,
11860895577,Islamabad,
11860895578,Islamabad,
11860895579,Islamabad,
12422963735,Islamabad,
3709805014,Islamabad,
9866373818,Islamabad,
11716725597,Islamabad,
11860870637,Islamabad,
2209538065,Islamabad,
2395254619,Islamabad,
4442475189,Islamabad,
4710765695,Islamabad,
10744868627,Islamabad,
2209538059,Islamabad,
2209538062,Islamabad,
2209538063,Islamabad,
2209538064,Islamabad,
4442475289,Islamabad,
3240487332,Islamabad,
2393049796,Islamabad,
2445329692,Islamabad,
4710765694,Islamabad,
2382402085,Islamabad,
2382402086,Islamabad,
2382402087,Islamabad,
2393049797,Islamabad,
2509372418,Islamabad,
2442375347,Islamabad,
4853049123,Islamabad,
5584257122,Islamabad,
8986536546,Islamabad,
5869305186,Islamabad,
7805631181,Islamabad,
7805631182,Islamabad,
7805631183,Islamabad,
7805631180,Islamabad,
5872811885,Islamabad,
7805631179,Islamabad,
4226850392,Islamabad,
6407768069,Islamabad,
6412815307,Islamabad,
6415182701,Islamabad,
7805631178,Islamabad,
13321386900,Islamabad,
13321427223,Islamabad,
5553664079,Islamabad,
3464900115,Islamabad,
7805631184,Islamabad,
5557712389,Islamabad,
7805632390,Islamabad,
7805632400,Islamabad,
6695466885,Islamabad,
5101187121,Islamabad,
4945554921,Islamabad,
5284838221,Islamabad,
7126033085,Islamabad,
7126033185,Islamabad,
2441089887,Islamabad,
4117002790,Islamabad,
6394913808,Islamabad,
6394913809,Islamabad,
6394917534,Islamabad,
6394917535,Islamabad,
6394926477,Islamabad,
6394926478,Islamabad,
6397285027,Islamabad,
6397285029,Islamabad,
6397301919,Islamabad,
2346874722,Islamabad,
4119583189,Islamabad,
6401443532,Islamabad,
6422011563,Islamabad,
7805631175,Islamabad,
7805631176,Islamabad,
7805631177,Islamabad,
2401063148,Islamabad,
2401063149,Islamabad,
2401063150,Islamabad,
2401063151,Islamabad,
4275464990,Islamabad,
6397301917,Islamabad,
6397301918,Islamabad,
6397309573,Islamabad,
6397309574,Islamabad,
6399589259,Islamabad,
2390547336,Islamabad,
7805801622,Islamabad,
7805801623,Islamabad,
255764767,Islamabad,
2398264841,Islamabad,
2456743409,Islamabad,
2456743412,Islamabad,
2456743421,Islamabad,
2456743430,Islamabad,
4237008090,Islamabad,
4237008091,Islamabad,
6338026790,Islamabad,
2387018724,Islamabad,
2387018725,Islamabad,
4547062589,Islamabad,
4787457522,Islamabad,
5206775422,Islamabad,
4077626776,Islamabad,
5056455326,Islamabad,
9968399903,Islamabad,
4547058690,Islamabad,
7787996117,Islamabad,
1420080318,Islamabad,
2640870687,Islamabad,
4594571078,Islamabad,
4832767821,Islamabad,
312951207,Islamabad,
1357767174,Islamabad,
1414238073,Islamabad,
1414238109,Islamabad,
1414238165,Islamabad,
1414238196,Islamabad,
1414264848,Islamabad,
1414264851,Islamabad,
1414264867,Islamabad,
1414264874,Islamabad,
1414264878,Islamabad,
1414264901,Islamabad,
1414264902,Islamabad,
1414264903,Islamabad,
1414264908,Islamabad,
1414324516,Islamabad,
1414324521,Islamabad,
2450430340,Islamabad,
2450430341,Islamabad,
2640807706,Islamabad,
4101542790,Islamabad,
4101542890,Islamabad,
4407982726,Islamabad,
4407982787,Islamabad,
4407995870,Islamabad,
4408001437,Islamabad,
4594447491,Islamabad,
4594473589,Islamabad,
4594516603,Islamabad,
4594571080,Islamabad,
5003392126,Islamabad,
5553673190,Islamabad,
5838651785,Islamabad,
6386704524,Islamabad,
6444088940,Islamabad,
6444088941,Islamabad,
6444088942,Islamabad,
8572481717,Islamabad,
8921479618,Islamabad,
10605684905,Islamabad,
58744442,Islamabad,
255558613,Islamabad,
345552199,Islamabad,
1414238062,Islamabad,
1414238076,Islamabad,
1414238080,Islamabad,
1414238134,Islamabad,
1414238138,Islamabad,
1414238153,Islamabad,
1414238186,Islamabad,
1414238188,Islamabad,
1414238200,Islamabad,
1420080281,Islamabad,
1420080320,Islamabad,
1429973743,Islamabad,
2247086882,Islamabad,
2422088472,Islamabad,
2454022280,Islamabad,
2640805777,Islamabad,
4273586191,Islamabad,
4273587290,Islamabad,
4407935452,Islamabad,
4623316299,Islamabad,
4623360290,Islamabad,
4629256590,Islamabad,
4713365590,Islamabad,
4804225021,Islamabad,
5287051021,Islamabad,
6400793486,Islamabad,
6611009718,Islamabad,
7516946552,Islamabad,
7516946553,Islamabad,
9160047641,Islamabad,
9160047657,Islamabad,
11434669648,Islamabad,
11787483050,Islamabad,
2397989942,Islamabad,
1946686751,Islamabad,
2242716068,Islamabad,
6338026886,Islamabad,
2640799425,Islamabad,
2442366503,Islamabad,
256071139,Islamabad,
1364121597,Islamabad,
7805632404,Islamabad,
925144068,Islamabad,
2688680244,Islamabad,
4690868893,Islamabad,
6268111985,Islamabad,
2632543708,Islamabad,
7805754775,Islamabad,
248933520,Islamabad,
1363495811,Islamabad,
1363495834,Islamabad,
1363495870,Islamabad,
1363495897,Islamabad,
1363495928,Islamabad,
1365195153,Islamabad,
1365195154,Islamabad,
1420471028,Islamabad,
1420488475,Islamabad,
2242719149,Islamabad,
2397022518,Islamabad,
2442366502,Islamabad,
2461391567,Islamabad,
2461391604,Islamabad,
2640887814,Islamabad,
2688680238,Islamabad,
3093734005,Islamabad,
2442366501,Islamabad,
7424842386,Islamabad,
11726581441,Islamabad,
249755874,Islamabad,
13066228180,Islamabad,
4273490292,Islamabad,
7787996114,Islamabad,
4082288956,Islamabad,
4150497504,Islamabad,
6424242683,Islamabad,
6424242684,Islamabad,
